smiles,total_score,Tanimoto ROCS sim,Custom alerts,ADV,PostDock Tanimoto ROCS sim,raw_ADV,valid
Cc1ncsc1-c2ccc(cc2)CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H](C(C)(C)C)N[101C](=O)[101CH2]CCCCCCCC[100CH2][100NH]C(=O)c(c4)c(CS(=O)(=O)C)cc(c45)c6c7c(c[nH]c7c(=O)n(c6)C)CN5c8ncc(F)cc8F,0.33784544,0.27862903,1.0,0.21390659,0.46178433,-2.739,1
