smiles,total_score,Tanimoto ROCS sim,valid
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c([101O][100CH2]COCCOC[101CH2][100N]2CCN(CC2)c2cc(nnc2N)-c2ccccc2O)c1,1.0,0.3081804,1
