"Column0","step","Tanimoto_ROCS_sim","Custom_alerts","Linker_Num_Aromatic_Rings","Linker_Effective_Length","ADV","PostDock_Tanimoto_ROCS_sim","raw_Linker_Num_Aromatic_Rings","raw_Linker_Effective_Length","raw_ADV","Valid_SMILES","Number_of_SMILES_found","Average_score","Link Length","low_upper"
0,0,0.2606896460056305,0.46341463923454285,1,1,0.8856859803199768,0.3764384388923645,0.024390242993831635,9.317072868347168,-11.62234115600586,100,41,0.3625451624393463,"No constraint","No constraint"
1,1,0.18739518523216248,0.5268816947937012,0.8924731016159058,0.9032257795333862,0.37201353907585144,0,0.22580644488334656,16.892473220825195,3.0946881771087646,90.32257843017578,125,0.31165769696235657,"No constraint","No constraint"
2,2,0.21267227828502655,0.3658536672592163,0.8780487775802612,0.8780487775802612,0.5227643847465515,0,0.12195122241973877,13.634146690368652,0.7480486631393433,87.80487823486328,160,0.225346639752388,"No constraint","No constraint"
3,3,0.2069786787033081,0.4285714328289032,0.8214285969734192,0.8214285969734192,0.5979433655738831,0,0,10.392857551574707,-5.795678615570068,82.14286041259766,182,0.292182058095932,"No constraint","No constraint"
4,4,0.19305585324764252,0.7400000095367432,0.7799999713897705,0.7799999713897705,0.5253190398216248,0,0.019999999552965164,10.520000457763672,-2.3097801208496094,78,219,0.4693529009819031,"No constraint","No constraint"
5,5,0.11877051740884781,0.3684210479259491,0.45614033937454224,0.45614033937454224,0.36911436915397644,0.28817179799079895,0,4.245614051818848,-3.7756667137145996,45.614036560058594,245,0.3132266700267792,"No constraint","No constraint"
6,6,0.13547900319099426,0.5322580933570862,0.5483871102333069,0.5483871102333069,0.4664916694164276,0.30041739344596863,0.016129031777381897,5.161290168762207,-5.173516273498535,54.83871078491211,277,0.4260737895965576,"No constraint","No constraint"
7,7,0.20965400338172913,0.800000011920929,0.800000011920929,0.800000011920929,0.7873186469078064,0,0,7.400000095367432,-9.806599617004395,80,280,0.44736212491989136,"No constraint","No constraint"
8,8,0.23165105283260345,0.9259259104728699,0.9629629850387573,0.9629629850387573,0.6904898881912231,0,0.03703703731298447,12.703703880310059,-3.568852186203003,96.29629516601562,295,0.3337635397911072,"No constraint","No constraint"
9,9,0.13842840492725372,0.5714285969734192,0.6349206566810608,0.6349206566810608,0.3203161060810089,0.050936948508024216,0.01587301678955555,9.380952835083008,0.22409500181674957,63.492061614990234,325,0.2660975754261017,"No constraint","No constraint"
