,step,Tanimoto_ROCS_sim,Custom_alerts,Linker_Num_Aromatic_Rings,Linker_Effective_Length,ADV,PostDock_Tanimoto_ROCS_sim,raw_Linker_Num_Aromatic_Rings,raw_Linker_Effective_Length,raw_ADV,Valid_SMILES,Number_of_SMILES_found,Average_score
0,0,0.2274167388677597,0.8064516186714172,0.8924731016159058,0.2365591377019882,0.596329391002655,0.6485426425933838,0.698924720287323,14.602150917053224,-4.086989402770996,100.0,84.0,0.412845253944397
1,1,0.22576942294836044,0.8065931051969528,0.9149688631296158,0.23882286250591273,0.693481907248497,0.6691841185092926,0.5768251195549965,12.26301670074463,-6.715628147125244,100.0,92.5,0.3920038044452667
2,2,0.22908334620296952,0.8302534706890583,0.9362266473472118,0.28405541554093355,0.7600312121212482,0.6919133439660072,0.586939824745059,10.86392915248871,-8.43468701839447,100.0,110.625,0.3942768797278404
3,3,0.2268929607234895,0.8499628370627761,0.9471194753423333,0.29384964238852257,0.7633152967318892,0.7087856661528349,0.6093967803753912,10.630270034074785,-8.28958323597908,99.74747467041016,143.96875,0.41926740296185017
4,4,0.2280656864168122,0.8674721319694072,0.9453396059107035,0.32038723328150803,0.7645074252504855,0.7297028102912009,0.6695475912420079,10.460202477872373,-7.515282534062862,99.31060600280762,190.7265625,0.4589978656731546
5,5,0.22848258315934794,0.8731040954007767,0.9290047032409348,0.3002904236200265,0.7111553642316721,0.7069361655740067,0.7446607005840633,10.945151763036849,-5.762224392965436,98.48295450210571,248.294921875,0.4630181120010093
6,6,0.23310680239956122,0.8973280787031399,0.9442535298148869,0.34271781741699664,0.7318909833702492,0.7277040368935559,0.783495519477583,10.928863850887867,-6.105405834969133,98.86221587657928,313.47119140625,0.5050611142942216
7,7,0.23736203498810932,0.912895053592365,0.9531396371930896,0.38582623823822354,0.7588911704624479,0.7510723238156061,0.8148943736541696,10.54008222196717,-6.8475823608459905,98.89413657784462,382.6033935546875,0.5301260832420667
8,8,0.2406738310096443,0.9196712895982273,0.9573547350473746,0.45186967271820316,0.7962625065747488,0.7787019286279246,0.8286707814327201,9.765061680780493,-7.8410715019272175,98.42060243338346,454.7025451660156,0.5670266809665918
9,9,0.24234116889817864,0.9267326388323909,0.9680160512855309,0.48733975453865236,0.8203391909080437,0.7888194675538216,0.8376489144408197,9.32379626058537,-8.576186459926248,98.8154518250376,526.0269088745117,0.5556310163888156
10,10,0.2455353425278019,0.9396731401655529,0.9679475151248766,0.5590531972325721,0.8448301165906855,0.8143961545298453,0.8701721624913432,8.893384805493044,-9.466682882359237,98.57395497290418,594.0201816558838,0.5332733502203837
11,11,0.24598006429774694,0.9521775353829156,0.9708059968611593,0.5739290674982129,0.8682480759626827,0.8358612892381814,0.8923198429035111,8.525708698609835,-10.245210745372333,98.67273383832071,663.2651362419128,0.5368670605282944
12,12,0.2435614840872819,0.948827036386735,0.9704514400706437,0.5528957814319178,0.8767406573300214,0.8299215910846343,0.8733215218251171,8.111118214860086,-10.691066576866774,98.23924390596221,735.1988521814346,0.5258342163757206
13,13,0.23989869107959677,0.9463141621395996,0.9701855224777569,0.5728351004677448,0.8908733897212633,0.8326686082791053,0.8616238002080636,7.8231345843780975,-11.16458022134637,97.91412645669334,808.649139136076,0.5470191193368823
14,14,0.23731529675541824,0.9520825640294739,0.9699860842830919,0.5852385705528731,0.8966214636566854,0.8385471894227536,0.8605035665704993,7.642861130200993,-11.300460722574108,97.67028836974168,884.736854352057,0.570069696958869
15,15,0.2370648604826518,0.9465619248102448,0.9674895578479008,0.5889289338751194,0.8823032810987992,0.8269580747100019,0.8428776802922925,7.594645799967029,-10.988165308928872,97.25271627730626,964.3026407640427,0.5800621259629796
16,16,0.2379995265749386,0.944615328457232,0.9654130916189578,0.5896558880331781,0.8684426720963391,0.8187245983937609,0.843892957441929,7.7674128873440464,-10.555934972983886,96.9191285776086,1045.726980573032,0.6019994876101665
17,17,0.2385935283562013,0.9505667568342951,0.9687966540747455,0.5185577064396938,0.8727270346899683,0.8017116978063604,0.8408144605703078,7.496612240619424,-10.786630203889526,97.16303074411954,1128.045235429774,0.6155741558458695
18,18,0.23503219685408983,0.9501699716670117,0.9638423945973493,0.46799991202667357,0.8737976835682879,0.7948409165661351,0.8321414509823115,7.122459180464568,-10.959658779626128,96.85186442771857,1210.5339265723305,0.6228005398799694
19,19,0.23467583657393987,0.9525264733152689,0.9653060455970599,0.41160599643226714,0.8788063143577345,0.7899140451640498,0.8185505359925472,6.942854469500648,-11.303471444491326,96.8813223320194,1294.150444929248,0.626233272961506
20,20,0.23297223226048153,0.9493948543904052,0.9614795312175627,0.4087044988143165,0.8641173254613703,0.7710193644680539,0.8114129073588284,7.074640799673398,-10.904228596719935,96.41099174901454,1378.612833696936,0.6255405345646506
21,21,0.23294952717287543,0.951842064025836,0.9583545524544623,0.4034671481004148,0.8609877237055172,0.7718695588944822,0.8381515120840246,7.300878561371565,-10.647992900634435,96.54293733898258,1463.959625272702,0.6318318098103974
22,22,0.23505553012239339,0.9613815504035628,0.9687659143408467,0.4126003604792646,0.8455097383538983,0.772493421140199,0.8586136382353435,7.723158863808215,-10.014097311813106,97.40720300423693,1551.4697189545263,0.6334752626207452
23,23,0.23341184038778695,0.961036157438254,0.9665744303912169,0.35945027110450656,0.8063469012290315,0.7695338719359675,0.8489602268883683,8.392369052488728,-8.965795352100187,97.0554022531777,1640.3522892158949,0.6265406151851252
