smiles,total_score,Tanimoto ROCS sim,valid
CN1CCN(CC1)c1ccc(cc1NC(=O)c1c[nH]c(=O)cc1C(F)(F)F)-c1cccc(CN2CC[100N](CC2)[101CH2]CNC(=O)CCCCCCCCC[100C](=O)[101NH][C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(cc2)-c2scnc2C)C(C)(C)C)c1,1.0,0.20869473,1
