"step","Tanimoto_ROCS_sim","Custom_alerts","Linker_Num_Aromatic_Rings","Linker_Effective_Length","ADV","PostDock_Tanimoto_ROCS_sim","raw_Linker_Num_Aromatic_Rings","raw_Linker_Effective_Length","raw_ADV","Valid_SMILES","Number_of_SMILES_found","Average_score","low_upper","Link Length"
69,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,275,0,"7_8","7~8"
70,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,275,0,"7_8","7~8"
71,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,275,0,"7_8","7~8"
72,0.1933048814535141,0.6666666865348816,0.6666666865348816,0,0.6652079820632935,0.641786515712738,0.6666666865348816,4,-10.423999786376953,66.66666412353516,275,0,"7_8","7~8"
73,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,275,0,"7_8","7~8"
74,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,275,0,"7_8","7~8"
75,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,275,0,"7_8","7~8"
76,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,275,0,"7_8","7~8"
77,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,275,0,"7_8","7~8"
78,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,275,0,"7_8","7~8"
79,0.14497865736484528,0.5,0.5,0,0.4989059865474701,0.4813399016857147,0.5,3,-7.817999839782715,50,275,0,"7_8","7~8"
80,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,275,0,"7_8","7~8"
81,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,275,0,"7_8","7~8"
82,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,275,0,"7_8","7~8"
83,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,275,0,"7_8","7~8"
84,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,275,0,"7_8","7~8"
85,0.18503932654857635,0.6666666865348816,0.6666666865348816,0,0.6654390692710876,0.6406863331794739,0.3333333432674408,3.6666667461395264,-10.644999504089355,66.66666412353516,276,0,"7_8","7~8"
86,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,276,0,"7_8","7~8"
87,0.2755526304244995,1,1,0,0.9976018071174622,0.9688148498535156,0.5,6,-15.482999801635742,100,277,0,"7_8","7~8"
88,0.2943462133407593,1,1,0,0.9974005222320557,0.9553753137588501,1,6,-15.357999801635742,100,278,0,"7_8","7~8"
89,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
90,0.14497865736484528,0.5,0.5,0,0.4989059865474701,0.4813399016857147,0.5,3,-7.817999839782715,50,278,0,"7_8","7~8"
91,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
92,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
93,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
94,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
95,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
96,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
97,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
98,0.14497865736484528,0.5,0.5,0,0.4989059865474701,0.4813399016857147,0.5,3,-7.817999839782715,50,278,0,"7_8","7~8"
99,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
100,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
101,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
102,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
103,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
104,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
105,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
106,0.28978073596954346,1,1,0,0.9977339506149292,0.9569283723831177,1,6,-15.576000213623047,100,278,0,"7_8","7~8"
107,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
108,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
109,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
110,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
111,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
112,0.14497865736484528,0.5,0.5,0,0.4989059865474701,0.4813399016857147,0.5,3,-7.817999839782715,50,278,0,"7_8","7~8"
113,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
114,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
115,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
116,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
117,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
118,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
119,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
120,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
121,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
122,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
123,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
124,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
125,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
126,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
127,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
128,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
129,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
130,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
131,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
132,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
133,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
134,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
135,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,278,0,"7_8","7~8"
136,0.2899439334869385,1,1,0,0.997708797454834,0.9625750780105591,1,6,-15.557499885559082,100,279,0,"7_8","7~8"
137,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,279,0,"7_8","7~8"
138,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,279,0,"7_8","7~8"
139,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,279,0,"7_8","7~8"
140,0.24963873624801636,1,0.5,0,0.9965795278549194,0.9460062980651855,1.5,6,-14.978500366210938,100,280,0,"7_8","7~8"
141,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
142,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
143,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
144,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
145,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
146,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
147,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
148,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
149,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
150,0.14497865736484528,0.5,0.5,0,0.4989059865474701,0.4813399016857147,0.5,3,-7.817999839782715,50,280,0,"7_8","7~8"
151,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
152,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
153,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
154,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
155,0.2863194942474365,1,1,0,0.9974877834320068,0.9714353084564209,1,6,-15.40999984741211,100,280,0,"7_8","7~8"
156,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
157,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
158,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
159,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
160,0.14497865736484528,0.5,0.5,0,0.4989059865474701,0.4813399016857147,0.5,3,-7.817999839782715,50,280,0,"7_8","7~8"
161,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
162,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
163,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
164,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
165,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
166,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
167,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
168,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
169,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
170,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
171,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
172,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
173,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
174,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,280,0,"7_8","7~8"
175,0.25871115922927856,1,1,0,0.9799315929412842,0.4813399016857147,1,5,-13.125999450683594,100,281,0,"7_8","7~8"
176,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,281,0,"7_8","7~8"
177,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,281,0,"7_8","7~8"
178,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,281,0,"7_8","7~8"
179,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,281,0,"7_8","7~8"
180,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,281,0,"7_8","7~8"
181,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,281,0,"7_8","7~8"
182,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,281,0,"7_8","7~8"
183,0.279546856880188,1,0.5,0,0.9960469007492065,0.9467582702636719,1.5,6,-14.798500061035156,100,282,0,"7_8","7~8"
184,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,282,0,"7_8","7~8"
185,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,282,0,"7_8","7~8"
186,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,282,0,"7_8","7~8"
187,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,282,0,"7_8","7~8"
188,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,282,0,"7_8","7~8"
189,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,282,0,"7_8","7~8"
190,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,282,0,"7_8","7~8"
191,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,282,0,"7_8","7~8"
192,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,282,0,"7_8","7~8"
193,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,282,0,"7_8","7~8"
194,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,282,0,"7_8","7~8"
195,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,282,0,"7_8","7~8"
196,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,282,0,"7_8","7~8"
197,0.28995731472969055,1,1,0,0.9978119730949402,0.9626798033714294,1,6,-15.63599967956543,100,282,0,"7_8","7~8"
