"step","Tanimoto_ROCS_sim","Custom_alerts","Linker_Num_Aromatic_Rings","Linker_Effective_Length","ADV","PostDock_Tanimoto_ROCS_sim","raw_Linker_Num_Aromatic_Rings","raw_Linker_Effective_Length","raw_ADV","Valid_SMILES","Number_of_SMILES_found","Average_score","docking_weight"
0,0.13444164395332336,0.3095238208770752,0.523809552192688,0.380952388048172,0.4462883472442627,0.4654653072357178,0.4047619104385376,5.952381134033203,-4.8140716552734375,57.14285659790039,24,0.2505080997943878,"1"
1,0.19246165454387665,0.4324324429035187,0.7837837934494019,0.5810810923576355,0.5320436358451843,0.2627162039279938,0.7837837934494019,10.95945930480957,-2.7288382053375244,85.1351318359375,79,0.22262805700302124,"1"
2,0.1493978649377823,0.1666666716337204,0.75,0.3499999940395355,0.3479079306125641,0.2981010973453522,0.8500000238418579,11.783333778381348,2.3059165477752686,80,116,0.040641866624355316,"1"
3,0.15486030280590057,0.6000000238418579,0.7333333492279053,0.6000000238418579,0.5181580781936646,0.5541384816169739,0.7333333492279053,9.266666412353516,-3.6015334129333496,73.33333587646484,127,0.2688499391078949,"1"
4,0.1994418054819107,0.7377049326896667,0.8852459192276001,0.6393442749977112,0.6996609568595886,0.40342167019844055,0.7049180269241333,8.950819969177246,-7.22739315032959,88.52458953857422,162,0.3392097055912018,"1"
5,0.21896874904632568,0.9347826242446899,0.9347826242446899,0.804347813129425,0.5812318921089172,0.4351947605609894,0.8913043737411499,11.19565200805664,-4.168108940124512,93.47826385498047,190,0.4009356200695038,"1"
6,0.22535718977451324,0.9852941036224365,0.9852941036224365,0.779411792755127,0.6241888403892517,0.2770366966724396,0.8676470518112183,12.04411792755127,-4.115749359130859,98.52941131591797,231,0.40238749980926514,"1"
7,0.22633236646652222,0.9777777791023254,0.9777777791023254,0.9333333373069763,0.7405591607093811,0.556337296962738,0.9555555582046509,9.333333015441895,-6.347977161407471,97.77777862548828,263,0.5784398317337036,"1"
8,0.21583139896392822,0.976190447807312,0.976190447807312,0.7857142686843872,0.6583164930343628,0.5736798644065857,0.761904776096344,10.619047164916992,-4.454476356506348,97.61904907226562,286,0.3873337209224701,"1"
9,0.1949293613433838,0.9285714030265808,0.9285714030265808,0.3035714328289032,0.3048974573612213,0.2557111978530884,0.875,14.839285850524902,8.029428482055664,92.85713958740234,328,0.34666353464126587,"1"
10,0.1503780633211136,0.6578947305679321,0.6578947305679321,0.5789473652839661,0.3644483983516693,0.22379934787750244,0.5921052694320679,7.934210300445557,-0.6668686270713806,65.78947448730469,363,0.3263988196849823,"1"
11,0.19095087051391602,0.8309859037399292,0.8309859037399292,0.7464788556098938,0.48442432284355164,0.2661750614643097,0.7042253613471985,8.91549301147461,-4.324577331542969,83.09859466552734,396,0.3047889471054077,"1"
12,0.2268805354833603,1,0.982758641242981,0.9137930870056152,0.527453601360321,0.3680131137371063,0.8965517282485962,11.344827651977539,-5.329361915588379,100,435,0.4419701099395752,"1"
13,0.21334896981716156,0.9701492786407471,0.9701492786407471,0.447761207818985,0.37713345885276794,0.2630358338356018,0.8656716346740723,15.656716346740723,3.132298469543457,97.01492309570312,488,0.3960312306880951,"1"
14,0.221587136387825,0.9375,0.9125000238418579,0.5874999761581421,0.47956305742263794,0.21063470840454102,0.949999988079071,14.024999618530273,-1.8910000324249268,93.75,554,0.47257548570632935,"1"
15,0.2196914702653885,0.9342105388641357,0.8815789222717285,0.22368420660495758,0.30135416984558105,0.19630682468414307,0.9868420958518982,16.355262756347656,6.915960788726807,93.42105102539062,606,0.2689853310585022,"1"
16,0.2145923525094986,0.9512194991111755,0.8048780560493469,0.060975611209869385,0.17546820640563965,0.17430196702480316,1.097561001777649,19.04878044128418,11.702744483947754,95.1219482421875,668,0.22099655866622925,"1"
17,0.22951966524124146,0.9620253443717957,0.949367105960846,0.08860759437084198,0.21609054505825043,0.19488728046417236,0.9620253443717957,18.291139602661133,13.731037139892578,96.20252990722656,714,0.2123650163412094,"1"
18,0.22908878326416016,0.9846153855323792,0.9692307710647583,0.26153847575187683,0.252312034368515,0.20184142887592316,1,17.123077392578125,6.973738193511963,98.46154022216797,734,0.12737134099006653,"1"
19,0.22340349853038788,0.9636363387107849,0.9090909361839294,0.4727272689342499,0.32579442858695984,0.22489763796329498,1.0181818008422852,15.309090614318848,4.096909523010254,96.36363983154297,755,0.19401007890701294,"1"
20,0.2375687062740326,0.9833333492279053,0.9833333492279053,0.4166666567325592,0.38801512122154236,0.22306124866008759,0.9833333492279053,15.699999809265137,4.3503499031066895,98.33333587646484,777,0.1814650595188141,"1"
21,0.23209655284881592,0.9682539701461792,0.9682539701461792,0.5555555820465088,0.4308108389377594,0.17438140511512756,0.9682539701461792,14.666666984558105,2.0778892040252686,96.82539367675781,797,0.18083788454532623,"1"
22,0.2377980798482895,0.976190447807312,0.976190447807312,0.5476190447807312,0.3817158639431,0.31886470317840576,0.976190447807312,14.904762268066406,5.409714698791504,97.61904907226562,807,0.12214361876249313,"1"
23,0.2261064350605011,0.9285714030265808,0.8928571343421936,0.9285714030265808,0.5810141563415527,0.5968769788742065,0.9642857313156128,11.464285850524902,-5.022250175476074,92.85713958740234,811,0.08641593903303146,"1"
24,0.23972846567630768,1,1,1,0.44838517904281616,0.40646475553512573,1,11.793103218078613,-4.592345237731934,100,816,0.11683990061283112,"1"
25,0.22899965941905975,0.9166666865348816,0.9166666865348816,0.9166666865348816,0.6668546795845032,0.6121867299079895,0.9166666865348816,9.875,-7.248416423797607,91.66666412353516,826,0.3480849266052246,"1"
26,0.21242432296276093,0.9347826242446899,0.9130434989929199,0.804347813129425,0.7860302925109863,0.6269339919090271,0.95652174949646,8.260869979858398,-10.041413307189941,93.47826385498047,856,0.5404638051986694,"1"
27,0.22895093262195587,0.9090909361839294,0.7727272510528564,0.3863636255264282,0.43444979190826416,0.35301777720451355,1.0909091234207153,5.5,-5.87443208694458,93.18181610107422,890,0.39986273646354675,"1"
28,0.16736388206481934,0.7333333492279053,0.7333333492279053,0.1666666716337204,0.5100736021995544,0.4174531400203705,0.7333333492279053,3.8333332538604736,-7.403966903686523,73.33333587646484,899,0.1746167242527008,"1"
29,0.20926205813884735,0.9189189076423645,0.8918918967247009,0.3513513505458832,0.785946249961853,0.6519224047660828,0.9459459185600281,5.405405521392822,-11.199647903442383,91.89189147949219,915,0.3155866265296936,"1"
30,0.18183065950870514,0.800000011920929,0.800000011920929,0.30000001192092896,0.6797208786010742,0.5288410186767578,0.800000011920929,4.625,-9.951574325561523,82.5,932,0.29204320907592773,"1"
31,0.1918855756521225,0.9069767594337463,0.930232584476471,0.41860464215278625,0.8363000750541687,0.6205136179924011,0.930232584476471,5.744185924530029,-11.992977142333984,93.02325439453125,953,0.34509679675102234,"1"
32,0.13018929958343506,0.54347825050354,0.54347825050354,0.10869564861059189,0.5418952107429504,0.36264151334762573,0.6304348111152649,2.86956524848938,-8.290587425231934,58.69565200805664,968,0.17749692499637604,"1"
33,0.12924276292324066,0.5,0.6111111044883728,0.02777777798473835,0.5828291177749634,0.39321839809417725,0.5833333134651184,2.805555582046509,-8.910999298095703,61.11111068725586,984,0.23201219737529755,"1"
34,0.1290184110403061,0.4444444477558136,0.5925925970077515,0.1111111119389534,0.5906874537467957,0.3876020610332489,0.5185185074806213,2.9629628658294678,-9.137480735778809,59.25925827026367,990,0.11938292533159256,"1"
35,0.15241345763206482,0.5483871102333069,0.5806451439857483,0.032258063554763794,0.5516615509986877,0.384258896112442,0.6451612710952759,2.774193525314331,-8.493226051330566,64.51612854003906,1003,0.20447231829166412,"1"
36,0.17598944902420044,0.5909090638160706,0.7272727489471436,0.40909090638160706,0.7226110696792603,0.6839805245399475,0.8181818127632141,5.090909004211426,-10.300908088684082,77.2727279663086,1014,0.25603535771369934,"1"
37,0.15744830667972565,0.4761904776096344,0.6190476417541504,0.4761904776096344,0.6608784794807434,0.5846425294876099,0.6666666865348816,5.047618865966797,-9.336760520935059,66.66666412353516,1019,0.11711287498474121,"1"
38,0.20086327195167542,0.800000011920929,0.8666666746139526,0.46666666865348816,0.8636007905006409,0.5159095525741577,0.5333333611488342,5.4666666984558105,-13.096067428588867,86.66666412353516,1023,0.16585984826087952,"1"
39,0.1944606900215149,0.7096773982048035,0.8064516186714172,0.4838709533214569,0.769409716129303,0.4608452618122101,0.5483871102333069,5.516129016876221,-11.171838760375977,80.6451644897461,1035,0.2635799050331116,"1"
40,0.2072400599718094,0.800000011920929,0.8444444537162781,0.644444465637207,0.7068325281143188,0.4243074059486389,0.6666666865348816,6.955555438995361,-9.858466148376465,84.44444274902344,1058,0.358969122171402,"1"
41,0.22392748296260834,0.9318181872367859,0.9090909361839294,0.6590909361839294,0.6304754614830017,0.4971350431442261,0.6590909361839294,7.068181991577148,-8.595046043395996,93.18181610107422,1084,0.4209202826023102,"1"
42,0.2160111665725708,0.8809523582458496,0.8809523582458496,0.738095223903656,0.4584672152996063,0.375968873500824,0.761904776096344,8.142857551574707,-2.434309482574463,88.0952377319336,1105,0.32722410559654236,"1"
43,0.2125239372253418,0.9166666865348816,0.8888888955116272,0.6944444179534912,0.45963388681411743,0.3701232671737671,0.7777777910232544,7.527777671813965,-5.794332981109619,91.66666412353516,1116,0.17573921382427216,"1"
44,0.20550861954689026,0.8333333134651184,0.8333333134651184,0.7592592835426331,0.3545137047767639,0.21207989752292633,0.8333333134651184,7.703703880310059,-4.224222183227539,85.18518829345703,1152,0.38512393832206726,"1"
45,0.1752002239227295,0.6593406796455383,0.692307710647583,0.5604395866394043,0.41034674644470215,0.1700402945280075,0.6483516693115234,9.241758346557617,-2.2101099491119385,71.42857360839844,1212,0.38166335225105286,"1"
46,0.17879194021224976,0.6299999952316284,0.6899999976158142,0.5,0.44290396571159363,0.09701071679592133,0.5799999833106995,10.789999961853027,-1.2624400854110718,75,1284,0.3421124219894409,"1"
47,0.20727086067199707,0.7692307829856873,0.8351648449897766,0.6593406796455383,0.5167587399482727,0.1904737800359726,0.7032967209815979,11.472527503967285,-2.3409228324890137,85.71428680419922,1355,0.448851078748703,"1"
48,0.21790872514247894,0.9027777910232544,0.8333333134651184,0.8333333134651184,0.5314236283302307,0.27038976550102234,0.9583333134651184,11.44444465637207,-0.39920860528945923,91.66666412353516,1407,0.47925567626953125,"1"
49,0.22157834470272064,0.9135802388191223,0.9629629850387573,0.7530864477157593,0.515783429145813,0.21671973168849945,0.6296296119689941,13.54321002960205,1.4695061445236206,96.29629516601562,1476,0.5072372555732727,"1"
50,0.22573038935661316,0.9418604373931885,0.930232584476471,0.7790697813034058,0.5928638577461243,0.24018283188343048,0.6395348906517029,13.093023300170898,-4.891011714935303,96.51162719726562,1546,0.5246862769126892,"1"
51,0.19538132846355438,0.8170731663703918,0.8414633870124817,0.7439024448394775,0.44233623147010803,0.15691600739955902,0.6829268336296082,11.719511985778809,-0.19529277086257935,87.80487823486328,1600,0.36407560110092163,"1"
52,0.22743698954582214,0.929411768913269,0.9411764740943909,0.8705882430076599,0.6039831042289734,0.1797872930765152,0.6117647290229797,12.129411697387695,-3.2799177169799805,95.29412078857422,1666,0.4975952208042145,"1"
53,0.22431445121765137,0.8863636255264282,0.9318181872367859,0.8295454382896423,0.5613486766815186,0.21261921525001526,0.4318181872367859,12.613636016845703,-0.9444659948348999,94.31818389892578,1737,0.4895390570163727,"1"
54,0.23436777293682098,0.9468085169792175,0.957446813583374,0.8297872543334961,0.5340383648872375,0.18111111223697662,0.3510638177394867,12.138298034667969,-2.803776502609253,95.74468231201172,1813,0.5184935331344604,"1"
55,0.23786376416683197,0.95652174949646,0.967391312122345,0.8913043737411499,0.6433176398277283,0.23279115557670593,0.19565217196941376,10.97826099395752,-3.9110107421875,96.73912811279297,1890,0.5803695917129517,"1"
56,0.21912452578544617,0.9368420839309692,0.9578947424888611,0.6736842393875122,0.49095743894577026,0.16942760348320007,0.09473684430122375,13.284210205078125,-0.12871569395065308,95.78947448730469,1973,0.5055111646652222,"1"
57,0.24180491268634796,0.9404761791229248,0.9523809552192688,0.8690476417541504,0.6937673687934875,0.2338436394929886,0.0595238097012043,9.523809432983398,-6.270750522613525,95.23809814453125,2037,0.5344483852386475,"1"
58,0.24789606034755707,0.9464285969734192,0.9821428656578064,0.9107142686843872,0.6994752883911133,0.3988492488861084,0.0714285746216774,9.285714149475098,-6.349035739898682,98.21428680419922,2071,0.3917688727378845,"1"
59,0.243083655834198,0.96875,0.96875,0.8854166865348816,0.6177302002906799,0.2390306144952774,0.02083333395421505,10.166666984558105,-3.9494895935058594,96.875,2147,0.5424783825874329,"1"
60,0.23899923264980316,0.9350649118423462,0.9610389471054077,0.8701298832893372,0.7280408143997192,0.29084980487823486,0.025974025949835777,8.779220581054688,-6.400726795196533,96.10389709472656,2199,0.4634629189968109,"1"
61,0.24302932620048523,0.9081632494926453,0.9795918464660645,0.8979591727256775,0.48801952600479126,0.1490841656923294,0.020408162847161293,11.928571701049805,0.007081707939505577,97.95918273925781,2285,0.5001192092895508,"1"
62,0.2270132601261139,0.8913043737411499,0.9130434989929199,0.8586956262588501,0.5583911538124084,0.2220650613307953,0.043478261679410934,10.32608699798584,-3.4962387084960938,91.3043441772461,2345,0.4201674163341522,"1"
63,0.23874345421791077,0.97826087474823,0.989130437374115,0.8804348111152649,0.5327834486961365,0.18199078738689423,0.032608695328235626,11.8695650100708,-1.294054388999939,98.91304016113281,2406,0.39908602833747864,"1"
