"Column0","step","Tanimoto_ROCS_sim","Custom_alerts","Linker_Num_Aromatic_Rings","Linker_Effective_Length","ADV","PostDock_Tanimoto_ROCS_sim","raw_Linker_Num_Aromatic_Rings","raw_Linker_Effective_Length","raw_ADV","Valid_SMILES","Number_of_SMILES_found","Average_score","Link Length","low_upper"
0,0,0.2176608294248581,0.6349206566810608,0.9841269850730896,1,0.8255695104598999,0.822022020816803,0.1428571492433548,10.492063522338867,-8.993603706359863,100,38,0.2052091807126999,"No constraint","No constraint"
1,1,0.21691636741161346,0.6236559152603149,0.9784946441650391,1,0.6070260405540466,0.6500898003578186,0.24731183052062988,15.22580623626709,-3.272709369659424,100,108,0.2080197036266327,"No constraint","No constraint"
2,2,0.2252015918493271,0.7979797720909119,0.8989899158477783,1,0.5773230195045471,0.5673246383666992,0.7070707082748413,13.858586311340332,-3.363626480102539,100,195,0.2893242835998535,"No constraint","No constraint"
3,3,0.22720977663993835,0.8202247023582458,0.9887640476226807,0.9887640476226807,0.8932504653930664,0.7792100310325623,0.1910112351179123,7.67415714263916,-10.979259490966797,98.87640380859375,263,0.49061086773872375,"No constraint","No constraint"
4,4,0.22165679931640625,0.75,1,1,0.8459829688072205,0.7699382901191711,0.1145833358168602,8.947916984558105,-9.379302024841309,100,340,0.4872049391269684,"No constraint","No constraint"
5,5,0.21818964183330536,0.7400000095367432,0.9900000095367432,0.9900000095367432,0.6505453586578369,0.6625217199325562,0.12999999523162842,13,-5.0796098709106445,99,438,0.5044159889221191,"No constraint","No constraint"
6,6,0.21896705031394958,0.9300000071525574,0.9900000095367432,0.9900000095367432,0.7058187127113342,0.7000325918197632,0.07000000029802322,10.329999923706055,-7.353600025177002,99,519,0.5091337561607361,"No constraint","No constraint"
7,7,0.22509083151817322,0.9795918464660645,1,1,0.830924928188324,0.797380268573761,0,9.112244606018066,-9.869264602661133,100,593,0.5834367275238037,"No constraint","No constraint"
8,8,0.2207578867673874,0.9700000286102295,0.9900000095367432,0.9900000095367432,0.8803761005401611,0.8427312970161438,0.03999999910593033,8.4399995803833,-10.537030220031738,99,662,0.5679354667663574,"No constraint","No constraint"
9,9,0.22979524731636047,0.9599999785423279,1,1,0.7373916506767273,0.7147382497787476,0.03999999910593033,10.670000076293945,-7.470990180969238,100,748,0.5679005980491638,"No constraint","No constraint"
10,10,0.22721874713897705,0.9800000190734863,0.9900000095367432,0.9900000095367432,0.8656865954399109,0.8192263245582581,0.05000000074505806,8.640000343322754,-10.071549415588379,99,817,0.5378872156143188,"No constraint","No constraint"
11,11,0.2354818433523178,0.9595959782600403,0.9797979593276978,0.9898989796638489,0.8526694774627686,0.8401371240615845,0.04040404036641121,8.949495315551758,-9.848648071289062,98.98989868164062,897,0.6412075161933899,"No constraint","No constraint"
12,12,0.227742537856102,0.9900000095367432,1,1,0.8913071155548096,0.8576186299324036,0.03999999910593033,7.940000057220459,-11.208819389343262,100,972,0.6213951706886292,"No constraint","No constraint"
13,13,0.22445371747016907,0.9700000286102295,0.9700000286102295,0.9700000286102295,0.7787730693817139,0.7678062319755554,0.029999999329447746,9.220000267028809,-8.610799789428711,97,1064,0.7607810497283936,"No constraint","No constraint"
14,14,0.22524279356002808,0.9100000262260437,0.9599999785423279,0.9599999785423279,0.7062325477600098,0.6862787008285522,0.03999999910593033,9.9399995803833,-7.382050037384033,96,1158,0.6519303917884827,"No constraint","No constraint"
15,15,0.23925571143627167,0.9599999785423279,0.9900000095367432,0.9900000095367432,0.798434317111969,0.7879202961921692,0.03999999910593033,8.989999771118164,-9.305150032043457,99,1256,0.7844071984291077,"No constraint","No constraint"
16,16,0.23292146623134613,0.9700000286102295,1,1,0.8670662641525269,0.8051744699478149,0.05000000074505806,7.260000228881836,-9.119489669799805,100,1348,0.7088712453842163,"No constraint","No constraint"
17,17,0.21707260608673096,0.9797979593276978,0.9797979593276978,0.9797979593276978,0.8176785111427307,0.7962244153022766,0.05050504952669144,6.5757575035095215,-10.164363861083984,97.97979736328125,1441,0.7769238948822021,"No constraint","No constraint"
18,18,0.23209013044834137,0.9800000190734863,0.9800000190734863,0.9800000190734863,0.8330380320549011,0.7821084856987,0.07000000029802322,6.900000095367432,-9.29539966583252,98,1537,0.7563895583152771,"No constraint","No constraint"
19,19,0.23305366933345795,0.949999988079071,1,1,0.8998413681983948,0.76786208152771,0.05000000074505806,5.960000038146973,-11.398780822753906,100,1633,0.6743709444999695,"No constraint","No constraint"
20,20,0.23522672057151794,0.9797979593276978,0.9797979593276978,0.9797979593276978,0.916477620601654,0.8261353373527527,0.04040404036641121,5.767676830291748,-12.070927619934082,97.97979736328125,1723,0.6057476997375488,"No constraint","No constraint"
