"step","raw_Linker_Effective_Length","Link Length"
144,5.835051536560059,"No constraint"
145,5.804123878479004,"No constraint"
146,6.590000152587891,"No constraint"
147,6.400000095367432,"No constraint"
148,6.561224460601807,"No constraint"
149,6.6391754150390625,"No constraint"
150,7.090000152587891,"No constraint"
151,8.079999923706055,"No constraint"
152,7.898989677429199,"No constraint"
153,8.454545021057129,"No constraint"
154,8.859999656677246,"No constraint"
155,9.414141654968262,"No constraint"
156,10.720000267028809,"No constraint"
157,10.90999984741211,"No constraint"
158,11.448979377746582,"No constraint"
159,11.869999885559082,"No constraint"
160,11.869999885559082,"No constraint"
161,12.173469543457031,"No constraint"
162,12.239999771118164,"No constraint"
163,12.850000381469727,"No constraint"
164,13.279999732971191,"No constraint"
165,13.069999694824219,"No constraint"
166,13.229999542236328,"No constraint"
167,13.630000114440918,"No constraint"
168,12.020201683044434,"No constraint"
169,12.880000114440918,"No constraint"
170,11.819999694824219,"No constraint"
171,11.520408630371094,"No constraint"
172,11.34343433380127,"No constraint"
173,11.040404319763184,"No constraint"
174,11.434343338012695,"No constraint"
175,11.673469543457031,"No constraint"
176,12.08080768585205,"No constraint"
177,12.229999542236328,"No constraint"
178,11.708333015441895,"No constraint"
179,11.4399995803833,"No constraint"
180,12.102041244506836,"No constraint"
181,12.432990074157715,"No constraint"
182,13.76767635345459,"No constraint"
183,13.727272987365723,"No constraint"
184,13.717171669006348,"No constraint"
185,12.3100004196167,"No constraint"
186,10.91919231414795,"No constraint"
187,11.34000015258789,"No constraint"
188,10.619999885559082,"No constraint"
189,10.739999771118164,"No constraint"
190,8.434343338012695,"No constraint"
191,8.939393997192383,"No constraint"
192,8.569999694824219,"No constraint"
193,9.15999984741211,"No constraint"
194,7.848484992980957,"No constraint"
195,8.979798316955566,"No constraint"
196,7.949999809265137,"No constraint"
197,8.5,"No constraint"
198,8.4399995803833,"No constraint"
199,8.100000381469727,"No constraint"
0,14.602150917053223,"7~9"
1,5.245614051818848,"7~9"
2,6.666666507720947,"7~9"
3,9.929292678833008,"7~9"
4,9.949999809265137,"7~9"
5,12.399999618530273,"7~9"
6,10.880000114440918,"7~9"
7,9.373737335205078,"7~9"
8,7.440000057220459,"7~9"
9,8,"7~9"
10,7.6021504402160645,"7~9"
11,7.422680377960205,"7~9"
12,6.86734676361084,"7~9"
13,6.959183692932129,"7~9"
14,7.102040767669678,"7~9"
15,7.449999809265137,"7~9"
16,8.285714149475098,"7~9"
17,6.684210300445557,"7~9"
18,6,"7~9"
19,6.404040336608887,"7~9"
20,7.46999979019165,"7~9"
21,7.9795918464660645,"7~9"
22,8.989999771118164,"7~9"
23,10.399999618530273,"7~9"
24,9.630000114440918,"7~9"
25,9.720000267028809,"7~9"
26,8.9399995803833,"7~9"
27,8.779999732971191,"7~9"
28,7.679999828338623,"7~9"
29,7.404040336608887,"7~9"
30,8.020201683044434,"7~9"
31,7.7373738288879395,"7~9"
32,8.909090995788574,"7~9"
33,9.0600004196167,"7~9"
34,8.510000228881836,"7~9"
35,8.642857551574707,"7~9"
36,9.130000114440918,"7~9"
37,8.76767635345459,"7~9"
38,9.666666984558105,"7~9"
39,8.430000305175781,"7~9"
40,8.666666984558105,"7~9"
41,8.28125,"7~9"
42,8.438775062561035,"7~9"
43,8.210000038146973,"7~9"
44,7.54639196395874,"7~9"
45,7.659793853759766,"7~9"
46,7.849999904632568,"7~9"
47,7.242424011230469,"7~9"
48,6.670000076293945,"7~9"
49,7.610000133514404,"7~9"
50,7.480000019073486,"7~9"
51,8.779999732971191,"7~9"
52,7.230000019073486,"7~9"
53,6.838383674621582,"7~9"
54,6.876288890838623,"7~9"
55,6.309999942779541,"7~9"
56,6.849999904632568,"7~9"
57,6.454545497894287,"7~9"
58,6.699999809265137,"7~9"
59,6.686868667602539,"7~9"
60,6.7272725105285645,"7~9"
61,6.699999809265137,"7~9"
62,7.630000114440918,"7~9"
63,7.306122303009033,"7~9"
64,7.730000019073486,"7~9"
65,7.610000133514404,"7~9"
66,7.909999847412109,"7~9"
67,8.210000038146973,"7~9"
68,8.720000267028809,"7~9"
69,7.639999866485596,"7~9"
70,8.010101318359375,"7~9"
71,7.300000190734863,"7~9"
72,7.53000020980835,"7~9"
73,7.659999847412109,"7~9"
74,7.179999828338623,"7~9"
75,7.590000152587891,"7~9"
76,8.3100004196167,"7~9"
77,7.460000038146973,"7~9"
78,8.020000457763672,"7~9"
79,7.969387531280518,"7~9"
80,8.204081535339355,"7~9"
81,7.8144330978393555,"7~9"
82,7.767676830291748,"7~9"
83,7.242424011230469,"7~9"
84,7.857142925262451,"7~9"
85,7.860000133514404,"7~9"
86,7.769999980926514,"7~9"
87,7.650000095367432,"7~9"
88,7.429999828338623,"7~9"
89,7.769999980926514,"7~9"
90,8.050000190734863,"7~9"
91,8.069999694824219,"7~9"
92,7.53000020980835,"7~9"
93,7.800000190734863,"7~9"
94,7.840000152587891,"7~9"
95,8.010000228881836,"7~9"
96,7.610000133514404,"7~9"
97,7.820000171661377,"7~9"
98,7.170000076293945,"7~9"
99,7.159999847412109,"7~9"
100,6.949999809265137,"7~9"
101,7.079999923706055,"7~9"
102,6.900000095367432,"7~9"
103,6.459183692932129,"7~9"
104,6.5,"7~9"
105,6.595959663391113,"7~9"
106,6.595959663391113,"7~9"
107,6.449999809265137,"7~9"
108,6.252525329589844,"7~9"
109,7.039999961853027,"7~9"
110,7.289999961853027,"7~9"
111,6.929999828338623,"7~9"
112,6.579999923706055,"7~9"
113,7.079999923706055,"7~9"
114,6.959183692932129,"7~9"
115,7.789999961853027,"7~9"
116,7.619999885559082,"7~9"
117,7.454545497894287,"7~9"
118,7.730000019073486,"7~9"
119,8.170000076293945,"7~9"
120,8.329999923706055,"7~9"
121,8.619999885559082,"7~9"
122,8.079999923706055,"7~9"
123,7.690000057220459,"7~9"
124,7.81632661819458,"7~9"
125,7.599999904632568,"7~9"
126,8.539999961853027,"7~9"
127,7.840000152587891,"7~9"
128,8.050000190734863,"7~9"
129,8.239999771118164,"7~9"
130,8.15999984741211,"7~9"
131,8.479999542236328,"7~9"
132,8.412370681762695,"7~9"
133,8.09000015258789,"7~9"
134,8.0600004196167,"7~9"
135,8.010000228881836,"7~9"
136,8.170000076293945,"7~9"
137,7.760000228881836,"7~9"
138,7.789999961853027,"7~9"
139,8.329999923706055,"7~9"
140,7.777777671813965,"7~9"
141,7.170000076293945,"7~9"
142,7.989999771118164,"7~9"
143,7.7272725105285645,"7~9"
144,9.039999961853027,"7~9"
145,8.329999923706055,"7~9"
146,8.313131332397461,"7~9"
147,8.09000015258789,"7~9"
148,8.262626647949219,"7~9"
149,8.4399995803833,"7~9"
150,9.069999694824219,"7~9"
151,8.239999771118164,"7~9"
152,8.34000015258789,"7~9"
153,8.710000038146973,"7~9"
154,8.40999984741211,"7~9"
155,9.6899995803833,"7~9"
156,8.505050659179688,"7~9"
157,8.239999771118164,"7~9"
158,8.88888931274414,"7~9"
159,8.050000190734863,"7~9"
160,8.119999885559082,"7~9"
161,8.40999984741211,"7~9"
162,8.08080768585205,"7~9"
163,7.429999828338623,"7~9"
164,7.25,"7~9"
165,7.141414165496826,"7~9"
166,8.3100004196167,"7~9"
167,7.510204315185547,"7~9"
168,7.329999923706055,"7~9"
169,7.260000228881836,"7~9"
170,7.550000190734863,"7~9"
171,7.373737335205078,"7~9"
172,7.202020168304443,"7~9"
173,6.800000190734863,"7~9"
174,7.309999942779541,"7~9"
175,7.459183692932129,"7~9"
176,6.539999961853027,"7~9"
177,6.590000152587891,"7~9"
178,6.255102157592773,"7~9"
179,6.519999980926514,"7~9"
180,6.730000019073486,"7~9"
181,6.400000095367432,"7~9"
182,6.434343338012695,"7~9"
183,6.300000190734863,"7~9"
184,6.760000228881836,"7~9"
185,6.191919326782227,"7~9"
186,6.292929172515869,"7~9"
187,7.110000133514404,"7~9"
188,7.171717166900635,"7~9"
189,6.989899158477783,"7~9"
190,7.336734771728516,"7~9"
191,7.940000057220459,"7~9"
192,7.230000019073486,"7~9"
193,8.100000381469727,"7~9"
194,8.229999542236328,"7~9"
195,9.0600004196167,"7~9"
196,8.130000114440918,"7~9"
197,9.119999885559082,"7~9"
198,8.369999885559082,"7~9"
199,8.140000343322754,"7~9"
0,11.449438095092773,"7~11"
1,8.275861740112305,"7~11"
2,9.533333778381348,"7~11"
3,13.505050659179688,"7~11"
4,14.090909004211426,"7~11"
5,11.383838653564453,"7~11"
6,9.300000190734863,"7~11"
7,8.628866195678711,"7~11"
8,9.353535652160645,"7~11"
9,8.636363983154297,"7~11"
10,8.383838653564453,"7~11"
11,7.561224460601807,"7~11"
12,8.22449016571045,"7~11"
13,7.510000228881836,"7~11"
14,9.285714149475098,"7~11"
15,8.569999694824219,"7~11"
16,8.260000228881836,"7~11"
17,8,"7~11"
18,7.765305995941162,"7~11"
19,7.626262664794922,"7~11"
20,6.836734771728516,"7~11"
21,6.980000019073486,"7~11"
22,8.030611991882324,"7~11"
23,7.255102157592773,"7~11"
24,7.659999847412109,"7~11"
25,8.626262664794922,"7~11"
26,8.25,"7~11"
27,8.359999656677246,"7~11"
28,7.960000038146973,"7~11"
29,7.679999828338623,"7~11"
30,8.630000114440918,"7~11"
31,8.470000267028809,"7~11"
32,8.920000076293945,"7~11"
33,7.838383674621582,"7~11"
34,8.420000076293945,"7~11"
35,8.890000343322754,"7~11"
36,8.399999618530273,"7~11"
37,7.897959232330322,"7~11"
38,8.260000228881836,"7~11"
39,8.09278392791748,"7~11"
40,8.234042167663574,"7~11"
41,9.020408630371094,"7~11"
42,8.380000114440918,"7~11"
43,9.010000228881836,"7~11"
44,9.420000076293945,"7~11"
45,9.525252342224121,"7~11"
46,9.173469543457031,"7~11"
47,9.434343338012695,"7~11"
48,9.464646339416504,"7~11"
49,10.673684120178223,"7~11"
50,9.77550983428955,"7~11"
51,10.1875,"7~11"
52,8.752577781677246,"7~11"
53,8.89011001586914,"7~11"
54,8.260416984558105,"7~11"
55,8.293478012084961,"7~11"
56,7.72042989730835,"7~11"
57,7.611111164093018,"7~11"
58,7.382978916168213,"7~11"
59,7.40217399597168,"7~11"
60,7.663157939910889,"7~11"
61,7.9670329093933105,"7~11"
62,8.8125,"7~11"
63,9.855669975280762,"7~11"
64,11.120879173278809,"7~11"
65,10,"7~11"
66,9.693877220153809,"7~11"
67,8.75,"7~11"
68,8.173469543457031,"7~11"
69,7.78787899017334,"7~11"
70,6.202020168304443,"7~11"
71,6.635416507720947,"7~11"
72,5.840000152587891,"7~11"
73,6.828282833099365,"7~11"
74,6.239999771118164,"7~11"
75,6.300000190734863,"7~11"
76,6.539999961853027,"7~11"
77,6.929999828338623,"7~11"
78,7.599999904632568,"7~11"
79,8.6899995803833,"7~11"
80,7.846938610076904,"7~11"
81,8.354166984558105,"7~11"
82,8.199999809265137,"7~11"
83,8.279999732971191,"7~11"
84,8.260000228881836,"7~11"
85,8.609999656677246,"7~11"
86,8.079999923706055,"7~11"
87,7.908163070678711,"7~11"
88,8.210000038146973,"7~11"
89,8.231578826904297,"7~11"
90,7.040403842926025,"7~11"
91,8.171717643737793,"7~11"
92,7.040816307067871,"7~11"
93,7.480000019073486,"7~11"
94,7.020202159881592,"7~11"
95,7.46999979019165,"7~11"
96,6.949999809265137,"7~11"
97,7.389999866485596,"7~11"
98,7.5757575035095215,"7~11"
99,7.670000076293945,"7~11"
100,7.289999961853027,"7~11"
101,7.5757575035095215,"7~11"
102,7.888888835906982,"7~11"
103,7.71999979019165,"7~11"
104,8.449999809265137,"7~11"
105,8.680000305175781,"7~11"
106,8.90999984741211,"7~11"
107,8.930000305175781,"7~11"
108,9.760000228881836,"7~11"
109,9.59000015258789,"7~11"
110,9.869999885559082,"7~11"
111,10.4399995803833,"7~11"
112,10.270000457763672,"7~11"
113,9.494949340820312,"7~11"
114,9.100000381469727,"7~11"
115,10.183673858642578,"7~11"
116,9.744897842407227,"7~11"
117,8.684210777282715,"7~11"
118,8.865979194641113,"7~11"
119,9.87368392944336,"7~11"
120,8.885416984558105,"7~11"
121,10.104166984558105,"7~11"
122,9.408163070678711,"7~11"
123,9.653060913085938,"7~11"
124,10.13265323638916,"7~11"
125,8.800000190734863,"7~11"
126,9.927835464477539,"7~11"
127,9.989898681640625,"7~11"
128,9,"7~11"
129,9.40999984741211,"7~11"
130,8.760000228881836,"7~11"
131,8.020000457763672,"7~11"
132,7.860000133514404,"7~11"
133,7.789999961853027,"7~11"
134,8.090909004211426,"7~11"
135,8.130000114440918,"7~11"
136,8.323232650756836,"7~11"
137,8.494949340820312,"7~11"
138,7.929293155670166,"7~11"
139,7.447916507720947,"7~11"
140,7.610000133514404,"7~11"
141,7.4949493408203125,"7~11"
142,7.4242424964904785,"7~11"
143,8.220000267028809,"7~11"
144,8.09278392791748,"7~11"
145,8.460000038146973,"7~11"
146,8.569999694824219,"7~11"
147,8.109999656677246,"7~11"
148,8.270000457763672,"7~11"
149,8.9399995803833,"7~11"
150,7.889999866485596,"7~11"
151,8.020000457763672,"7~11"
152,7.373737335205078,"7~11"
153,7.255102157592773,"7~11"
154,7.270833492279053,"7~11"
155,8.404040336608887,"7~11"
156,7.929293155670166,"7~11"
157,8.102041244506836,"7~11"
158,8.569999694824219,"7~11"
159,8.686868667602539,"7~11"
160,8.65656566619873,"7~11"
161,8.959595680236816,"7~11"
162,8.649999618530273,"7~11"
163,9.13131332397461,"7~11"
164,9.020000457763672,"7~11"
165,8.869999885559082,"7~11"
166,8.949999809265137,"7~11"
167,8.289999961853027,"7~11"
168,8.202020645141602,"7~11"
169,7.809999942779541,"7~11"
170,8.171717643737793,"7~11"
171,7.820000171661377,"7~11"
172,7.6565656661987305,"7~11"
173,7.828282833099365,"7~11"
174,7.260000228881836,"7~11"
175,7.699999809265137,"7~11"
176,8.15999984741211,"7~11"
177,8.323232650756836,"7~11"
178,7.306122303009033,"7~11"
179,7.877551078796387,"7~11"
180,8.121212005615234,"7~11"
181,8.27368450164795,"7~11"
182,7.666666507720947,"7~11"
183,8.22449016571045,"7~11"
184,7.877551078796387,"7~11"
185,7.860000133514404,"7~11"
186,8.119999885559082,"7~11"
187,7.9795918464660645,"7~11"
188,7.239999771118164,"7~11"
189,7.659999847412109,"7~11"
190,7.659999847412109,"7~11"
191,7.849999904632568,"7~11"
192,7.409999847412109,"7~11"
193,7.710000038146973,"7~11"
194,7.616161823272705,"7~11"
195,7.53000020980835,"7~11"
196,7.260000228881836,"7~11"
197,7.4242424964904785,"7~11"
198,7.959596157073975,"7~11"
199,7.383838176727295,"7~11"
0,8.871794700622559,"7~13"
1,15.525252342224121,"7~13"
2,12.061224937438965,"7~13"
3,10.717171669006348,"7~13"
4,10.333333015441895,"7~13"
5,9.458333015441895,"7~13"
6,10.313131332397461,"7~13"
7,10.161616325378418,"7~13"
8,9.5600004196167,"7~13"
9,10.237112998962402,"7~13"
10,8.628866195678711,"7~13"
11,9.350000381469727,"7~13"
12,8.13131332397461,"7~13"
13,9.36734676361084,"7~13"
14,8.6899995803833,"7~13"
15,9.090909004211426,"7~13"
16,9.1010103225708,"7~13"
17,10.28125,"7~13"
18,10.319999694824219,"7~13"
19,8.649484634399414,"7~13"
20,9.119999885559082,"7~13"
21,7.363636493682861,"7~13"
22,7.809999942779541,"7~13"
23,7.408163070678711,"7~13"
24,9.220000267028809,"7~13"
25,8.869999885559082,"7~13"
26,7.808080673217773,"7~13"
27,8.15999984741211,"7~13"
28,8.729999542236328,"7~13"
29,8.850000381469727,"7~13"
30,7.918367385864258,"7~13"
31,8.229999542236328,"7~13"
32,8.050504684448242,"7~13"
33,7.897959232330322,"7~13"
34,9.11111068725586,"7~13"
35,8.816326141357422,"7~13"
36,9.40999984741211,"7~13"
37,9.229999542236328,"7~13"
38,9.949999809265137,"7~13"
39,9.279999732971191,"7~13"
40,9.220000267028809,"7~13"
41,10.510000228881836,"7~13"
42,10.199999809265137,"7~13"
43,9.686868667602539,"7~13"
44,10.420000076293945,"7~13"
45,9.222222328186035,"7~13"
46,9.619999885559082,"7~13"
47,8.819999694824219,"7~13"
48,9.454545021057129,"7~13"
49,8.112244606018066,"7~13"
50,8.777777671813965,"7~13"
51,8.09000015258789,"7~13"
52,8.329999923706055,"7~13"
53,7.510000228881836,"7~13"
54,7.707070827484131,"7~13"
55,7.18367338180542,"7~13"
56,7.0505051612854,"7~13"
57,7.070000171661377,"7~13"
58,6.898989677429199,"7~13"
59,6.86734676361084,"7~13"
60,6.849999904632568,"7~13"
61,8.119999885559082,"7~13"
62,8.15999984741211,"7~13"
63,8.819999694824219,"7~13"
64,8.869999885559082,"7~13"
65,9.829999923706055,"7~13"
66,10.181818008422852,"7~13"
67,10.220000267028809,"7~13"
68,9.505050659179688,"7~13"
69,8.539999961853027,"7~13"
70,8.8100004196167,"7~13"
71,7.9494948387146,"7~13"
72,8.710000038146973,"7~13"
73,8.272727012634277,"7~13"
74,7.731958866119385,"7~13"
75,8.303030014038086,"7~13"
76,7.769999980926514,"7~13"
77,7.760000228881836,"7~13"
78,7.323232173919678,"7~13"
79,7.144330024719238,"7~13"
80,7.408163070678711,"7~13"
81,7.080808162689209,"7~13"
82,7.639999866485596,"7~13"
83,7.170000076293945,"7~13"
84,7.21999979019165,"7~13"
85,7.739999771118164,"7~13"
86,7.889999866485596,"7~13"
87,7.78000020980835,"7~13"
88,8.939393997192383,"7~13"
89,9.550000190734863,"7~13"
90,9.676767349243164,"7~13"
91,8.890000343322754,"7~13"
92,9.4399995803833,"7~13"
93,9.520000457763672,"7~13"
94,9.649999618530273,"7~13"
95,9.676767349243164,"7~13"
96,10.15999984741211,"7~13"
97,11.15999984741211,"7~13"
98,9.859999656677246,"7~13"
99,9.729999542236328,"7~13"
100,10.710000038146973,"7~13"
101,10.319999694824219,"7~13"
102,10,"7~13"
103,9.899999618530273,"7~13"
104,10.15999984741211,"7~13"
105,9.989999771118164,"7~13"
106,9.393939018249512,"7~13"
107,9.3100004196167,"7~13"
108,9.252525329589844,"7~13"
109,8.389473915100098,"7~13"
110,8.252525329589844,"7~13"
111,8.520000457763672,"7~13"
112,8.050504684448242,"7~13"
113,7.438775539398193,"7~13"
114,7.860000133514404,"7~13"
115,7.959596157073975,"7~13"
116,7.920000076293945,"7~13"
117,9.09000015258789,"7~13"
118,9.350000381469727,"7~13"
119,8.920000076293945,"7~13"
120,9.399999618530273,"7~13"
121,9.949999809265137,"7~13"
122,9.079999923706055,"7~13"
123,9.960000038146973,"7~13"
124,9.680000305175781,"7~13"
125,9.649999618530273,"7~13"
126,8.850000381469727,"7~13"
127,8.829999923706055,"7~13"
128,9.220000267028809,"7~13"
129,9.279999732971191,"7~13"
130,9.239999771118164,"7~13"
131,9.029999732971191,"7~13"
132,8.8100004196167,"7~13"
133,9.180000305175781,"7~13"
134,9.430000305175781,"7~13"
135,8.859999656677246,"7~13"
136,8.420000076293945,"7~13"
137,8.550000190734863,"7~13"
138,8.57575798034668,"7~13"
139,8.5,"7~13"
140,8.199999809265137,"7~13"
141,7.960000038146973,"7~13"
142,8.59000015258789,"7~13"
143,8.164948463439941,"7~13"
144,8.642857551574707,"7~13"
145,7.565656661987305,"7~13"
146,8.109999656677246,"7~13"
147,7.919191837310791,"7~13"
148,8.545454978942871,"7~13"
149,8.619999885559082,"7~13"
150,8.333333015441895,"7~13"
151,8.313131332397461,"7~13"
152,9.029999732971191,"7~13"
153,9.545454978942871,"7~13"
154,9.430000305175781,"7~13"
155,9.149999618530273,"7~13"
156,9.91919231414795,"7~13"
157,10,"7~13"
158,10.170000076293945,"7~13"
159,10.6899995803833,"7~13"
160,10.720000267028809,"7~13"
161,10.6899995803833,"7~13"
162,11.619999885559082,"7~13"
163,11.220000267028809,"7~13"
164,10.989999771118164,"7~13"
165,10.539999961853027,"7~13"
166,10.789999961853027,"7~13"
167,10,"7~13"
168,10.079999923706055,"7~13"
169,9.380000114440918,"7~13"
170,9.25,"7~13"
171,8.760000228881836,"7~13"
172,9.130000114440918,"7~13"
173,8.520000457763672,"7~13"
174,9.579999923706055,"7~13"
175,8.84000015258789,"7~13"
176,8.460000038146973,"7~13"
177,9.313131332397461,"7~13"
178,9.119999885559082,"7~13"
179,8.729999542236328,"7~13"
180,8.84000015258789,"7~13"
181,8.704081535339355,"7~13"
182,9.350000381469727,"7~13"
183,9.329999923706055,"7~13"
184,8.699999809265137,"7~13"
185,9.4399995803833,"7~13"
186,9.0600004196167,"7~13"
187,8.489999771118164,"7~13"
188,9.09000015258789,"7~13"
189,9.170000076293945,"7~13"
190,9.270000457763672,"7~13"
191,8.960000038146973,"7~13"
192,9.15463924407959,"7~13"
193,9.717171669006348,"7~13"
194,8.979798316955566,"7~13"
195,9.494845390319824,"7~13"
196,9.6899995803833,"7~13"
197,9.329999923706055,"7~13"
198,9.479591369628906,"7~13"
199,10.90999984741211,"7~13"
0,10.507041931152344,"7~15"
1,10.73469352722168,"7~15"
2,12.5,"7~15"
3,8.852631568908691,"7~15"
4,13.231578826904297,"7~15"
5,12.742267608642578,"7~15"
6,10.469879150390625,"7~15"
7,10.849462509155273,"7~15"
8,14.680412292480469,"7~15"
9,11.020408630371094,"7~15"
10,10.581632614135742,"7~15"
11,10.76530647277832,"7~15"
12,10.693877220153809,"7~15"
13,10.84000015258789,"7~15"
14,10.850000381469727,"7~15"
15,8.699999809265137,"7~15"
16,8.272727012634277,"7~15"
17,8.828282356262207,"7~15"
18,9.40999984741211,"7~15"
19,8,"7~15"
20,8.59000015258789,"7~15"
21,8.539999961853027,"7~15"
22,8.539999961853027,"7~15"
23,8.760000228881836,"7~15"
24,9.960000038146973,"7~15"
25,7.789999961853027,"7~15"
26,8.6899995803833,"7~15"
27,7.092783451080322,"7~15"
28,7.191919326782227,"7~15"
29,8.272727012634277,"7~15"
30,9.428571701049805,"7~15"
31,9.494949340820312,"7~15"
32,10.151515007019043,"7~15"
33,9.373737335205078,"7~15"
34,9.505050659179688,"7~15"
35,11.141413688659668,"7~15"
36,12.34000015258789,"7~15"
37,11.121212005615234,"7~15"
38,11.65999984741211,"7~15"
39,11.239999771118164,"7~15"
40,11.59000015258789,"7~15"
41,11.180000305175781,"7~15"
42,9.778947830200195,"7~15"
43,9.935483932495117,"7~15"
44,9.90625,"7~15"
45,10.27368450164795,"7~15"
46,10.427083015441895,"7~15"
47,10.701030731201172,"7~15"
48,10.399999618530273,"7~15"
49,10.180000305175781,"7~15"
50,10.09000015258789,"7~15"
51,10.151515007019043,"7~15"
52,10.34000015258789,"7~15"
53,10.289999961853027,"7~15"
54,9.25,"7~15"
55,9.699999809265137,"7~15"
56,9.289999961853027,"7~15"
57,8.449999809265137,"7~15"
58,8.3100004196167,"7~15"
59,7.4141411781311035,"7~15"
60,7.60606050491333,"7~15"
61,7.590000152587891,"7~15"
62,7.320000171661377,"7~15"
63,7.090000152587891,"7~15"
64,6.460000038146973,"7~15"
65,6.739999771118164,"7~15"
