smiles,total_score,Tanimoto ROCS sim,Custom alerts,ADV,PostDock Tanimoto ROCS sim,raw_ADV,valid
Cc1ncsc1-c(cc2)ccc2[C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H](C(C)(C)C)N[101C](=O)[101CH2]N[100C](=O)[100c]4ccc(F)c(c4)-c5ccc(N6C[C@H](C)N(C)[C@H](C)C6)c(c5)NC(=O)c7c[nH]c(=O)cc7C(F)(F)F,0.9978187,0.29086703,1.0,0.9989302,0.9967072,-16.881,1
