smiles,total_score,Tanimoto ROCS sim,Custom alerts,ADV,PostDock Tanimoto ROCS sim,raw_ADV,valid
Cc1ncsc1-c2ccc(cc2)CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H](C(C)(C)C)N[101C](=O)[101CH2]COCCOCCOCCOCCOCCO[100CH2][100C]#Cc4ccc(cc4)OCCCc5sc(nc5C([O-])=O)N(CC6)Cc(c67)c(ccc7)C(=O)Nc(n8)sc(c89)cccc9,0.0,0.24195936,0.0,0.92127055,0.8739748,-9.273,1
