smiles,total_score,Tanimoto ROCS sim,Custom alerts,ADV,PostDock Tanimoto ROCS sim,raw_ADV,valid
c1cc(Cl)ccc1C2=N[C@@H](CC(=O)OC)c(nnc3C)n3c(c24)sc(c4C)[100C](=O)[100NH]CCCCCCCCNC(=O)C[101O][101c](ccc5)c(c56)C(=O)N(C6=O)[C@H]7CCC(=O)NC7=O,0.0,0.40242705,0.0,0.9552919,0.9296257,-10.319,1
